Localidad,Sucursal,Direccion
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,AV COLON 348
CORDOBA,FARMACIA / PERFUMERIA / LIMPIEZA-SUCURSAL CON RETIRO DE EFECTIVO,AV D ALVAREZ 7377
CORDOBA,SUPERMERCADO/ HIPERMERCADO,AV EJERCITO ARGENTINO 9520
CORDOBA,GESTORÍA / ESTUDIO CONTABLE,AV EMILIO CARAFFA 2933
CORDOBA,ESTACION DE SERVICIOS,AV FUERZA AEREA ARG 3735
CORDOBA,SUPERMERCADO/ HIPERMERCADO,AV GOYCOCHEA  1459
CORDOBA,POLIRUBRO/ MULTIVENTAS,Av L Colodrero 2722
CORDOBA,MINIMERCADO / ALMACEN Y AFINES-SUCURSAL CON RETIRO DE EFECTIVO,AV LAS MALVINAS 2353
CORDOBA,KIOSCO/ MAXIKIOSCO,AV NORES MARTINEZ 3002
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,AV PUEYRREDON 76
CORDOBA,AGENCIA DE LOTERIA,AV R NUÑEZ 4624
CORDOBA,FARMACIA / PERFUMERIA / LIMPIEZA,AV RIO BAMBA 141
CORDOBA,GESTORÍA / ESTUDIO CONTABLE-SUCURSAL CON RETIRO DE EFECTIVO,AV SABATTINI 3842
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,AV SABATTINI 2519
CORDOBA,LUBRICENTRO / NEUMATICOS / REPUESTOS,Av Santa Ana 6363
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,AV SANTA ANA  2489
CORDOBA,ARTICULOS DEL HOGAR,Av. 24 de setiembre 2474
CORDOBA,CENTRO DE COBRO,Av. Ciudad  de Valparaíso 1080
CORDOBA,MINIMERCADO / ALMACEN Y AFINES-SUCURSAL CON RETIRO DE EFECTIVO,AV. DON BOSCO LOC.2  5011
CORDOBA,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,AV. E CARAFFA   2286
CORDOBA,ESTACION DE SERVICIOS,AV. FUERZA AEREA 4780
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,AV. GAUSS 5819
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,AV. GRAL M SAVIO 5740
CORDOBA,GESTORÍA / ESTUDIO CONTABLE-SUCURSAL CON RETIRO DE EFECTIVO,AV. JUAN B. JUSTO 3900
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,AV. JUAN LUIS VIVES 2628
CORDOBA,AGENCIA DE SEGUROS,AV. LEANDRO ALEM 1299
CORDOBA,KIOSCO/ MAXIKIOSCO,AV. O`HIGGINS 3571
CORDOBA,FINANCIERA,AV. PERON  380
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,AV. RAFAEL NUÑEZ  3840
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,AV. RECTA MARTINOLI  8368
CORDOBA,SUPERMERCADO/ HIPERMERCADO-SUCURSAL CON RETIRO DE EFECTIVO,AV. RECTA MARTINOLLI 7100
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,AV. RICHIERI 3326
CORDOBA,CENTRO DE COBRO,AV. V.SARSFIELD 1845
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,AV.FUERZA AEREA 2572
CORDOBA,FINANCIERA,Av.J.D Perón  380
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,AV.marcelo T de alvear   203
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,AV.RAFAEL NUÑEZ 	  6358
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,AV.SABATTINI  2180
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,AV.STA.ANA   3113
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,AV.VELEZ SARSFIELD  4051
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,AV.VELEZ SARSFIELD    56
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,AVDA 24 DE SEPTIEMBRE 1373
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,AVDA ARMADA ARGENTINA 1651
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,AVDA ARTURO CAPDEVILA 1907
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,AVDA COLON 169
CORDOBA,PUESTO INTERNO,AVDA DUARTE QUIROS 95
CORDOBA,GESTORÍA / ESTUDIO CONTABLE-SUCURSAL CON RETIRO DE EFECTIVO,AVDA DUARTE QUIROS 636
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,AVDA GRAL JUAN MARTIN DE PUEYRREDON 216
CORDOBA,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,AVDA GRAL JUAN MARTIN DE PUEYRREDON 790
CORDOBA,SUPERMERCADO/ HIPERMERCADO-SUCURSAL CON RETIRO DE EFECTIVO,AVDA JUAN B JUSTO 2818
CORDOBA,CENTRO DE COBRO,AVDA KELVIN 5509
CORDOBA,LOCUTORIO/ CIBER,AVDA LA CORDILLERA 4652
CORDOBA,ESTACION DE SERVICIOS,AVDA PRES GRAL JULIO ARGENTINO ROCA 1307
CORDOBA,SUPERMERCADO/ HIPERMERCADO-SUCURSAL CON RETIRO DE EFECTIVO,AVDA RENAULT 2083
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON,AVDA REVOLUCION DE MAYO 1684
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,AVENIDA COLON 1605
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,AVENIDA GANDHI 530
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,BEDOYA  LOCAL D 422
CORDOBA,KIOSCO/ MAXIKIOSCO,BELGRANO 65
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,BORGES 308
CORDOBA,SUPERMERCADO/ HIPERMERCADO,BV CASTRO BARROS 1000
CORDOBA,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,BV CHACABUCO 8
CORDOBA,SUPERMERCADO/ HIPERMERCADO,BV CHACABUCO 544
CORDOBA,POLIRUBRO/ MULTIVENTAS,BV LAS HERAS 600
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,BV LOS GRANADEROS 1654
CORDOBA,AGENCIA DE TURISMO / VENTA DE PASAJES,BV. SAN JUAN 330
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,BV. SAN JUAN  755
CORDOBA,MINIMERCADO / ALMACEN Y AFINES-SUCURSAL CON RETIRO DE EFECTIVO,BV. TOLEDO DE PIMENTEL 744
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,bv.illia  155
CORDOBA,SUPERMERCADO/ HIPERMERCADO,CAJAMARCA 1793
CORDOBA,AGENCIA DE LOTERIA,CALDERON DE LA BARCA 495
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,CASEROS 261
CORDOBA,KIOSCO/ MAXIKIOSCO,CHACO ESQ. CASTRO BARROS 601 1191
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON-SUCURSAL CON RETIRO DE EFECTIVO,CJAL FELIPE BELARDINELLI 3565
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,COLON 2972
CORDOBA,LOCUTORIO/ CIBER,congreso   5411
CORDOBA,TELEFONIA CELULAR Y ACCESORIOS-SUCURSAL CON RETIRO DE EFECTIVO,DEAN FUNES 18
CORDOBA,GESTORÍA / ESTUDIO CONTABLE-SUCURSAL CON RETIRO DE EFECTIVO,DEAN FUNES 2598
CORDOBA,SUPERMERCADO/ HIPERMERCADO,DEAN FUNES 998
CORDOBA,COMPUTACION Y TECNOLOGIA,DEAN GREGORIO FUNES 510
CORDOBA,SUPERMERCADO/ HIPERMERCADO,DOMINGO F SARMIENTO 2050
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,DOMINGO FAUSTINO SARMIENTO 427
CORDOBA,SUPERMERCADO/ HIPERMERCADO-SUCURSAL CON RETIRO DE EFECTIVO,DONATO ALVAREZ 8500
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,DR N AVELLANEDA 465
CORDOBA,OTROS,DUARTE QUIROS 95
CORDOBA,OTROS,DUARTE QUIROS 95
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON,DUARTE QUIROS 3041
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,Duarte Quiros  Loc. 223 1400
CORDOBA,SUPERMERCADO/ HIPERMERCADO,DUARTE QUIROS ESQ MAESTRO VIDAL 0
CORDOBA,KIOSCO/ MAXIKIOSCO,ENFERMERA CLERMONT 231
CORDOBA,POLIRUBRO/ MULTIVENTAS,ENTRE RIOS 2246
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,ENTRE RIOS 543
CORDOBA,MINIMERCADO / ALMACEN Y AFINES-SUCURSAL CON RETIRO DE EFECTIVO,FRAY LUIS BELTRAN 3208
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,GOETHE 1988
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,GRAL J J DE URQUIZA 1881
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,GREGORIO DEAN FUNES 613
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON,gregorio gavier  2139
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON-SUCURSAL CON RETIRO DE EFECTIVO,GREGORIO Y GAVIER 2783
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,HERNANDEZ RAMIREZ 257
CORDOBA,PUESTO INTERNO,HORNERO 528
CORDOBA,CAMARA / ASOCIACION / UNION,INDEPENDENCIA 263
CORDOBA,FARMACIA / PERFUMERIA / LIMPIEZA-SUCURSAL CON RETIRO DE EFECTIVO,JERONIMO LUIS DE CABRERA.  333
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,JOSE A. DE GOYECHEA 1P LOC.87  2851
CORDOBA,AGENCIA DE LOTERIA,JUJUY 367
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,JULIO DE VEDIA		  2439
CORDOBA,ESTACION DE SERVICIOS-SUCURSAL CON RETIRO DE EFECTIVO,LA VOZ DEL INTERIOR 6350
CORDOBA,SUPERMERCADO/ HIPERMERCADO,LAGUNILLA 3775
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,LARRAÑAGA 122
CORDOBA,POLIRUBRO/ MULTIVENTAS,LIBERTAD  1468
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,LUIS DE TEJEDA 4531
CORDOBA,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,MARIANO FRAGUEIRO 2143
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,MARIANO FRAGUEIRO 3720
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,MENENDEZ PIDAL 4042.LOC.2  4042
CORDOBA,POLIRUBRO/ MULTIVENTAS,MÑOR PABLO CABRERA 3368
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,MONTEVIDEO    15
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,MSTRO VIDAL 1438
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,OB FERNANDO TREJO Y SANABRIA 828
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,OBISPO SALGUERO 707
CORDOBA,MINIMERCADO / ALMACEN Y AFINES-SUCURSAL CON RETIRO DE EFECTIVO,ONCATIVO - 50
CORDOBA,GESTORÍA / ESTUDIO CONTABLE-SUCURSAL CON RETIRO DE EFECTIVO,OWEN RICHARDSON 18
CORDOBA,AGENCIA DE SEGUROS,PADRE GALEANO 2115
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,PADRE LUIS MONTI 4993
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,PATRIA 767
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,PJE OTALLORA 4626
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,POTOSI 1097
CORDOBA,KIOSCO/ MAXIKIOSCO,Pte Dra Illia 374
CORDOBA,FOTOGRAFIA / VIDEO CLUB,PUBLICA-NUCLEO COMERCIAL 150
CORDOBA,MINIMERCADO / ALMACEN Y AFINES-SUCURSAL CON RETIRO DE EFECTIVO,PUERTO PRINCIPE 1705
CORDOBA,ARTICULOS DEL HOGAR-SUCURSAL CON RETIRO DE EFECTIVO,pueyrredon 1347
CORDOBA,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,RANCAGUA 3574
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON,REP DE CHINA 0
CORDOBA,AGENCIA DE SEGUROS,REP DOMINICANA 145
CORDOBA,CENTRO DE COBRO,Republica de china Los Cerezos Valle Escondido 0
CORDOBA,AGENCIA DE LOTERIA,RIO NEGRO 895
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,RIVADAVIA 227
CORDOBA,ESTACION DE SERVICIOS-SUCURSAL CON RETIRO DE EFECTIVO,RN DR AMADEO SABATTINI 5231
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,Roberto Cayol 3915
CORDOBA,AGENCIA DE SEGUROS-SUCURSAL CON RETIRO DE EFECTIVO,SAGRADA FAMILIA 1346
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON-SUCURSAL CON RETIRO DE EFECTIVO,SALTA (PB) 137
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,SAN JERÓNIMO		  111
CORDOBA,AGENCIA DE SEGUROS,SAN JERONIMO 2434
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,SAN JERONIMO 2814
CORDOBA,MINIMERCADO / ALMACEN Y AFINES,SAN JOSE DE CALASANZ 247
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,SAN JUAN BV. 112
CORDOBA,AGENCIA DE SEGUROS-SUCURSAL CON RETIRO DE EFECTIVO,San Lorenzo 291
CORDOBA,SUPERMERCADO/ HIPERMERCADO,SAN LUIS 140
CORDOBA,SUPERMERCADO/ HIPERMERCADO,SAN LUIS Y OB TREJO 0
CORDOBA,POLIRUBRO/ MULTIVENTAS,SAN MARTIN 567
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON-SUCURSAL CON RETIRO DE EFECTIVO,SANTA FE 723
CORDOBA,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,SANTA ROSA 216
CORDOBA,SUPERMERCADO/ HIPERMERCADO,SANTA ROSA 248
CORDOBA,AGENCIA DE LOTERIA,SARMIENTO  1112
CORDOBA,POLIRUBRO/ MULTIVENTAS,SOL DE MAYO 427
CORDOBA,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,SOLARES  1192
CORDOBA,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,SOLD RUIZ 1161
CORDOBA,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,STA. ROSA   1368
CORDOBA,AGENCIA DE LOTERIA,SUCRE 		  532
CORDOBA,KIOSCO/ MAXIKIOSCO,T CACERES DE ALLENDE 362
CORDOBA,SUPERMERCADO/ HIPERMERCADO,TERMINAL DE OMNIBUS DE CORDOBA 0
CORDOBA,GESTORÍA / ESTUDIO CONTABLE,TRISTAN  4085
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,TTE GRAL ALVAREZ  7913
CORDOBA,FARMACIA / PERFUMERIA / LIMPIEZA,TTE MARIO V NIVOLI 442
CORDOBA,KIOSCO/ MAXIKIOSCO,VEINTICINCO DE MAYO 1008
CORDOBA,LIBRERIA / JUGUETERIA / COTILLON-SUCURSAL CON RETIRO DE EFECTIVO,VELEZ SARSFIELD 3575
CORDOBA,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,VIEYTES JUAN 126
CORDOBA,KIOSCO/ MAXIKIOSCO,VILCHEZ Y MONTOYA 2931
